Column,control number,personal name,personal name 1,personal name 2,personal name 3,personal relationship
417,9932449240101488,"de Bourbon, Antoine",de Bourbon, Antoine,,dte
418,9932450140101488,"Vadi, Benedetto.",Vadi, Benedetto.,,ann
419,9932453020101488,"Douaren, François",Douaren, François,,aut
420,9932455810101488,"Gyraldus, Cynthius Joannes Baptista",Gyraldus, Cynthius Joannes Baptista,,eul
421,9932456160101488,"Pico della Mirandola, Giovanni",Pico della Mirandola, Giovanni,,ctb
423,9932456320101488,Henri,Henri,,,oth
424,9932468310101488,"Ghinutius, Hieronymus",Ghinutius, Hieronymus,,dte
425,9932476800101488,"de Riciis, Petrus",de Riciis, Petrus,,dte
426,9932478980101488,"Golius, Theophilus",Golius, Theophilus,,aut
427,9932492370101488,Dio Cassius Cocceianus.,Dio Cassius Cocceianus.,,,aow
428,9932492760101488,"Xiphilinus, Joannes",Xiphilinus, Joannes,,aut
429,9932495240101488,Siculus Flaccus,Siculus Flaccus,,,aut
430,9932495980101488,"Martinengo, Antonio",Martinengo, Antonio,,dte
431,9932496420101488,"Fabricius, Georgius",Fabricius, Georgius,,aut
432,9932496620101488,"de Foix, Henry",de Foix, Henry,,dte
434,9932499090101488,"Cotereau, Claude",Cotereau, Claude,,trl
435,9932505580101488,"Beroaldo, Filippo",Beroaldo, Filippo,,ann
436,9932512660101488,"Alcuinus, Flaccus",Alcuinus, Flaccus,,aut
437,9932515950101488,"von Pfalz-Zweibrücken, Wolfgang",von Pfalz-Zweibrücken, Wolfgang,,dte
438,9932516510101488,de Chambrun,de Chambrun,,,eul
439,9932516890101488,"Goulart, Simon",Goulart, Simon,,ctb
440,9932517100101488,Henry,Henry,,,dte
441,9932519390101488,"de Rély, Jean",de Rély, Jean,,com
443,9932520930101488,"Matthieu, Pierre",Matthieu, Pierre,,aut
447,9932538520101488,"Boucher, Jean",Boucher, Jean,,aut
448,9932542160101488,"Matthieu, Pierre",Matthieu, Pierre,,aut
449,9932542820101488,"Baronius, Caesar",Baronius, Caesar,,dte
450,9932543530101488,"White, Adrian",White, Adrian,,ctb
451,9932543890101488,"White, Thomas",White, Thomas,,ctb
453,9932579600101488,"Sleidanus, Joannes",Sleidanus, Joannes,,aut
454,9932591670101488,"du Choul, Guillaume",du Choul, Guillaume,,aut
455,9932593050101488,"Stunica, Joannes",Stunica, Joannes,,dte
456,9934805640101488,"Lopez de Gomara, Francisco",Lopez de Gomara, Francisco,,aut
457,9934807580101488,"von Fürstenberg, Friedrich",von Fürstenberg, Friedrich,,dte
458,9934807790101488,"Aubert, G.",Aubert, G.,,eul
462,9935142130101488,"de Salamanca, Alejo",de Salamanca, Alejo,,aut
464,9935148300101488,"Melanchthon, Philipp",Melanchthon, Philipp,,pub
465,9935149540101488,"Deglen, Balduinus",Deglen, Balduinus,,dte
466,9935150500101488,"Tavernerius, Joannes",Tavernerius, Joannes,,aut
467,9935152960101488,"de Villegaignon, Nicolas Durand",de Villegaignon, Nicolas Durand,,aut
468,9935161820101488,"Vernier, Benoît",Vernier, Benoît,,aut
469,9935171080101488,"Cuelsbroeck, Gerard",Cuelsbroeck, Gerard,,dte
470,9935172830101488,"Cajetanus, Thomas de Vio",Cajetanus, Thomas de Vio,,aut
471,9935199810101488,"Radziwiłł, Georgius",Radziwiłł, Georgius,,dte
472,9935200250101488,"Crampon, Robert",Crampon, Robert,,trl
473,9935202880101488,"Echter von Mespelbrunn, Julius",Echter von Mespelbrunn, Julius,,dte
475,9935205230101488,"Chalom, Antoine Emmanuel",Chalom, Antoine Emmanuel,,dte
476,9935206760101488,"Hay, John",Hay, John,,aut
477,9935219890101488,"Cranevelt, Franciscus",Cranevelt, Franciscus,,edt
484,9935228270101488,"de Cheffontaines, Christophe",de Cheffontaines, Christophe,,aut
485,9935231840101488,"Du Duc, Fronton",Du Duc, Fronton,,aut
486,9935233460101488,"de Sainctes, Claude",de Sainctes, Claude,,ctb
487,9935238730101488,"Bolsec, Jérome.",Bolsec, Jérome.,,aow
488,9935239120101488,Mary,Mary,,,dte
489,9935267480101488,"du Plessis-Mornay, Philippe",du Plessis-Mornay, Philippe,,aut
490,9935281080101488,"Prévost de Sansac, Antoine",Prévost de Sansac, Antoine,,pub
491,9935290340101488,"Baronius, Caesar",Baronius, Caesar,,aut
492,9935290920101488,"Panne, Peter",Panne, Peter,,pub
493,9935291230101488,"Leblanc, Guillaume",Leblanc, Guillaume,,aut
495,9935304750101488,"d'Alagona, Arthelouche",d'Alagona, Arthelouche,,aut
496,9935305130101488,Charles,Charles,,,dte
499,9935306040101488,"Richeome, Louis",Richeome, Louis,,aut
500,9935310270101488,"Du Faur de Saint-Jory, Pierre",Du Faur de Saint-Jory, Pierre,,aut
501,9935310660101488,"Genebrardus, Gilbertus",Genebrardus, Gilbertus,,aut
502,9935312060101488,"Genebrardus, Gilbertus",Genebrardus, Gilbertus,,aut
504,9935333150101488,"de Saint-Priest d'Épinac, Pierre",de Saint-Priest d'Épinac, Pierre,,dte
506,9935345070101488,"de Berlaymont, Louis",de Berlaymont, Louis,,dte
507,9980984200101488,"Vulteius, Justus",Vulteius, Justus,,edt
509,9983037410101488,"de La Marche, Olivier",de La Marche, Olivier,,aut
510,9983053980101488,"Seneca, Lucius Annaeus",Seneca, Lucius Annaeus,,aow
511,9983099850101488,"de Cheffontaines, Christophe",de Cheffontaines, Christophe,,aut
512,9983848760101488,Pindarus.,Pindarus.,,,aut
516,9983862530101488,"de l'Ecluse, Charles",de l'Ecluse, Charles,,ctb
518,9983879350101488,Plutarchus Chaeronensis,Plutarchus Chaeronensis,,,aut
522,9983917910101488,Sammaxentinus,Sammaxentinus,,,aut
523,9983945000101488,"Savaron, Jean",Savaron, Jean,,edt
524,9983945370101488,"Machiavelli, Niccolò",Machiavelli, Niccolò,,aut
525,9983962750101488,"Lopez de Gomara, Francisco",Lopez de Gomara, Francisco,,aut
527,9983967120101488,"Bouchereau, Jacques",Bouchereau, Jacques,,aut
532,9984024190101488,"de Thou, Jacques Auguste",de Thou, Jacques Auguste,,dte
539,9984029960101488,"Turnebus, Adrianus",Turnebus, Adrianus,,trl
541,9984050740101488,"Grudé, François",Grudé, François,,aut
542,9984051140101488,Palmonius,Palmonius,,,aut
545,9984699190101488,"Toscano, Giovanni Matteo",Toscano, Giovanni Matteo,,aut
546,9984699310101488,"de Birague, René",de Birague, René,,dte
547,9984703540101488,"de Turnèbe, Odet",de Turnèbe, Odet,,cof
553,9984717810101488,Epictetus,Epictetus,,,aut
555,9984718340101488,"Galenus, Claudius.",Galenus, Claudius.,,aut
560,9984722800101488,Joannes de Sacro Bosco.,Joannes de Sacro Bosco.,,,aut
561,9984722930101488,"Bassentin, Jacques",Bassentin, Jacques,,aut
565,9984724220101488,Gregorius Nazianzenus,Gregorius Nazianzenus,,,aut
568,9984724590101488,"de Guise, Charles",de Guise, Charles,,dte
578,9984729080101488,"Varennius, Joannes",Varennius, Joannes,,aut
579,9984729240101488,"Pichon, Antoine",Pichon, Antoine,,trl
582,9984739140101488,"Nicodon, Jean",Nicodon, Jean,,edt
587,9984746640101488,"Angeriano, Girolamo",Angeriano, Girolamo,,aut
597,9984807980101488,"Simeoni, Gabriel",Simeoni, Gabriel,,aut
604,9984814620101488,"Mercier, Josias",Mercier, Josias,,edt
605,9984816090101488,"Rigault, Nicolas",Rigault, Nicolas,,edt
608,9984874560101488,"White, Thomas",White, Thomas,,edt
609,9984900260101488,Hilarius Pictaviensis.,Hilarius Pictaviensis.,,,aut
613,9984905260101488,Gregorius Nazianzenus,Gregorius Nazianzenus,,,aut
614,9984905620101488,"Morel, Fédéric II",Morel, Fédéric II,,trl
616,9984913290101488,Nicander,Nicander,,,aut
621,9984945800101488,"Scaliger, Josephus Justus",Scaliger, Josephus Justus,,trl
624,9984953750101488,"Cicero, Marcus Tullius",Cicero, Marcus Tullius,,aow
628,9985135580101488,"Cornelli, Franciscus",Cornelli, Franciscus,,ann
629,9985135690101488,"Cucalón, Jerónimo",Cucalón, Jerónimo,,ann
633,9985243320101488,Nicomachus,Nicomachus,,,aut
634,9985244510101488,Yose ben Ḥalafta,Yose ben Ḥalafta,,,aut
635,9985244710101488,"Genebrardus, Gilbertus",Genebrardus, Gilbertus,,trl
636,9985397500101488,"de' Medici, Cosimo",de' Medici, Cosimo,,dte
639,9988209560101488,"Fisher, Joannes",Fisher, Joannes,,aut
640,9988210630101488,"Bovius, Joannes Carolus",Bovius, Joannes Carolus,,"trl,apr"
641,9988230840101488,"Lange, Johann",Lange, Johann,,trl
642,9988477310101488,"Jansenius, Cornelius",Jansenius, Cornelius,,aut
645,9988658650101488,Demosthenes.,Demosthenes.,,,aut
648,9988724690101488,"Morellus, Federicus",Morellus, Federicus,,edt
653,9989257250101488,"Buffet, Françiscus",Buffet, Françiscus,,eul
654,9989258770101488,"Musso, Cornelio",Musso, Cornelio,,aut
656,9989259080101488,"Duns Scotus, Joannes",Duns Scotus, Joannes,,aow
659,9989308070101488,"Fuscus, Cornelius",Fuscus, Cornelius,,aut
666,9990383950101488,"Richeome, Louis",Richeome, Louis,,aut
675,9990457810101488,"de Beauval, Emond",de Beauval, Emond,,oth
678,9990483840101488,"Canisius, Petrus",Canisius, Petrus,,oth
679,9990491370101488,"Torres, Jerónimo",Torres, Jerónimo,,edt
680,9990497700101488,"Pinelli, Luca",Pinelli, Luca,,aut
683,9990572640101488,"Mocenicus, Leonardus",Mocenicus, Leonardus,,add
686,9990649550101488,"Lorich, Reinhard",Lorich, Reinhard,,com
687,9990920300101488,Aratus.,Aratus.,,,aut
689,9990972550101488,"Frischlinus, Nicodemus",Frischlinus, Nicodemus,,aut
696,9991163790101488,"Cicero, Marcus Tullius",Cicero, Marcus Tullius,,aut
698,9991166080101488,"Cicero, Marcus Tullius",Cicero, Marcus Tullius,,aut
699,9991213440101488,"d'Esne, Michel",d'Esne, Michel,,trl
704,9991659790101488,"Blomevenna, Petrus",Blomevenna, Petrus,,dte
708,9920127050101488,Paul,Paul,,,aut
710,9920924260101488,"Auger, Émond",Auger, Émond,,aut
711,9921207570101488,"Contius, Antonius",Contius, Antonius,,edt
712,9921207640101488,"Contius, Antonius",Contius, Antonius,,aut
713,9921345450101488,Julianus Toletanus,Julianus Toletanus,,,aut
714,9921530810101488,"Buysson, Jean-Baptiste",Buysson, Jean-Baptiste,,ctb
715,9921540220101488,"Brenz, Johannes",Brenz, Johannes,,oth
716,9922709760101488,"de la Motte, Pierre",de la Motte, Pierre,,trl
718,9922785580101488,"Housteville, Gilles",Housteville, Gilles,,ctb
719,9922960630101488,"Stapleton, Thomas",Stapleton, Thomas,,aut
720,9922969110101488,"Perenotto, Antonio",Perenotto, Antonio,,dte
721,9923484550101488,"Clenardus, Nicolaus",Clenardus, Nicolaus,,oth
722,9923485610101488,"Canta, Jacobus",Canta, Jacobus,,dte
723,9923671760101488,"Antesignanus, Petrus",Antesignanus, Petrus,,edt
724,9923674640101488,"Clenardus, Nicolaus",Clenardus, Nicolaus,,aut
725,9923674840101488,"Antesignanus, Petrus",Antesignanus, Petrus,,edt
726,9923689970101488,"Hegius, Alexander",Hegius, Alexander,,oth
727,9923696800101488,"Clenardus, Nicolaus",Clenardus, Nicolaus,,aut
729,9923712960101488,"Guillonius, Renatus",Guillonius, Renatus,,edt
730,9923713070101488,"Clenardus, Nicolaus",Clenardus, Nicolaus,,aut
731,9923719850101488,"Cinquarbres, Jean",Cinquarbres, Jean,,aut
732,9923815830101488,"de Saint Didier, Henry",de Saint Didier, Henry,,com
733,9924059350101488,"Baynes, Ralph",Baynes, Ralph,,aut
734,9924064340101488,"Titelmannus, Franciscus",Titelmannus, Franciscus,,aut
735,9924266420101488,"Gomesius, Ludovicus",Gomesius, Ludovicus,,aut
736,9924312900101488,Guilelmus de Alvernia,Guilelmus de Alvernia,,,aut
737,9924492080101488,"Rabirius, Junius",Rabirius, Junius,,aut
738,9924510920101488,"Dadraeus, Joannes",Dadraeus, Joannes,,edt
739,9924536280101488,"Zassius, Petrus",Zassius, Petrus,,dte
740,9924541000101488,"Carrion, Ludovicus.",Carrion, Ludovicus.,,oth
741,9924794890101488,"Benoit, Jean",Benoit, Jean,,oth
744,9924932210101488,Henry,Henry,,,oth
745,9924932900101488,"Chemnitz, Martin",Chemnitz, Martin,,aut
746,9924959550101488,"Richeome, Louis",Richeome, Louis,,aut
747,9924960900101488,"Pasquier, Etienne",Pasquier, Etienne,,oth
749,9925310670101488,"Menzelius, Philippus",Menzelius, Philippus,,clb
751,9925778970101488,"De Boissière, Claude",De Boissière, Claude,,trl
752,9925779950101488,"Politi, Lancelotto",Politi, Lancelotto,,aut
753,9925780340101488,"Schöner, Johannes",Schöner, Johannes,,aut
754,9925780730101488,"Münster, Sebastian",Münster, Sebastian,,aut
755,9925794190101488,"de Soto, Dominicus",de Soto, Dominicus,,aut
756,9925815420101488,"Gigoul, Leonardus",Gigoul, Leonardus,,dte
759,9926136920101488,"Pereyra, Bento",Pereyra, Bento,,aut
761,9926501390101488,"Hentenius, Joannes",Hentenius, Joannes,,trl
762,9926501940101488,"Furnarius, Augustinus",Furnarius, Augustinus,,dte
763,9926634090101488,"Trivulzio, Catalano",Trivulzio, Catalano,,dte
764,9926751490101488,"Imbert, Jean",Imbert, Jean,,aut
765,9926757540101488,"Brutus, Ioannes Michael",Brutus, Ioannes Michael,,edt
766,9926798790101488,"Henricus, infans Portugalliae, cardinalis (+1564)",Henricus, infans Portugalliae, cardinalis ,dte
769,9926826970101488,"Martialis, Marcus Valerius.",Martialis, Marcus Valerius.,,aut
770,9926829170101488,"Juvenalis, Guido",Juvenalis, Guido,,trl
771,9926840960101488,"Châteillon, Sébastien",Châteillon, Sébastien,,edt
772,9926984020101488,"Thieneus Vincentinus, Ludovicus",Thieneus Vincentinus, Ludovicus,,dte
773,9927165270101488,Luís de Granada,Luís de Granada,,,aut
774,9927209500101488,"Topiarius, Aegidius Dominicus",Topiarius, Aegidius Dominicus,,aut
775,9927220860101488,Henry,Henry,,,dte
776,9927305380101488,Charles,Charles,,,dte
777,9927332200101488,"Wild, Johann",Wild, Johann,,aut
779,9927434420101488,"Voellus, Joannes",Voellus, Joannes,,aut
780,9927435970101488,"Mancinelli, Antonio",Mancinelli, Antonio,,clb
781,9927440390101488,"Lycosthenes, Conradus",Lycosthenes, Conradus,,com
782,9927486860101488,"Andebertus, Germanus",Andebertus, Germanus,,clb
783,9927509760101488,"Rouillé, Guillaume",Rouillé, Guillaume,,aut
784,9927512430101488,"Rouillé, Guillaume",Rouillé, Guillaume,,aut
785,9927527640101488,Ludwig zu Stolberg,Ludwig zu Stolberg,,,dte
786,9927529010101488,Konrad von Halberstadt,Konrad von Halberstadt,,,aut
787,9927568640101488,"Cumiranus, Seraphinus",Cumiranus, Seraphinus,,aut
788,9927678700101488,"Feuardent, François",Feuardent, François,,aut
790,9927683550101488,"Titelmannus, Franciscus",Titelmannus, Franciscus,,aut
791,9927684140101488,"de Cueilly, Jacobus",de Cueilly, Jacobus,,clb
792,9927687030101488,"de Lorraine de Vaudémont, Charles",de Lorraine de Vaudémont, Charles,,dte
793,9927687830101488,"Bryet, Honoratus",Bryet, Honoratus,,dte
794,9927688380101488,"Bourgeois, Jacques",Bourgeois, Jacques,,aut
795,9927690840101488,"Capilla, Andrés",Capilla, Andrés,,aut
796,9927691670101488,"Suarez de Albergaria, Lope",Suarez de Albergaria, Lope,,dte
797,9927707230101488,Abdias,Abdias,,,aut
799,9927717400101488,Josephus Flavius.,Josephus Flavius.,,,aut
800,9927719780101488,Philo Alexandrinus,Philo Alexandrinus,,,aut
801,9927846370101488,"de Bourbon-Vendôme, Charles",de Bourbon-Vendôme, Charles,,dte
803,9927875940101488,"Rufinus Aquileiensis, Tyrannius",Rufinus Aquileiensis, Tyrannius,,trl
804,9927881180101488,"Episcopius, Nicolaus",Episcopius, Nicolaus,,ctb
806,9927889200101488,"Mallarius, Nicolaus",Mallarius, Nicolaus,,dte
807,9928094000101488,Eusebius Emesenus.,Eusebius Emesenus.,,,aut
808,9928096220101488,"de Gaigny, Jean",de Gaigny, Jean,,edt
809,9928103450101488,Basilius Caesariensis.,Basilius Caesariensis.,,,aut
810,9928105730101488,"Turnebus, Adrianus",Turnebus, Adrianus,,edt
811,9928378970101488,Marcellus,Marcellus,,,dte
812,9928417130101488,"de Noailles, Gilles",de Noailles, Gilles,,dte
813,9928433740101488,"Feuardent, François",Feuardent, François,,edt
814,9928448820101488,Maximus Confessor,Maximus Confessor,,,aut
815,9928459900101488,"Camerarius, Joachim",Camerarius, Joachim,,trl
816,9928552420101488,"Dupuyherbault, Gabriel",Dupuyherbault, Gabriel,,aut
817,9928565840101488,Sedulius,Sedulius,,,aut
818,9928566760101488,"Flacius, Matthias",Flacius, Matthias,,edt
819,9928573300101488,"Du Tilet, Jean",Du Tilet, Jean,,edt
820,9928573310101488,"Fremy, Claude",Fremy, Claude,,prt
821,9928584590101488,"Tunstall, Cuthbert",Tunstall, Cuthbert,,edt
823,9928593060101488,"Botero, Giovanni",Botero, Giovanni,,aut
825,9928615990101488,"de Fonseca, Alfonso",de Fonseca, Alfonso,,dte
826,9928621960101488,"Lemnius, Levinus",Lemnius, Levinus,,aut
827,9928634310101488,Bonaventura,Bonaventura,,,aut
828,9928637420101488,"Olivarius, Joannes",Olivarius, Joannes,,edt
829,9928639660101488,Dorotheus Tyrius,Dorotheus Tyrius,,,aut
830,9928643810101488,Cassiodorus,Cassiodorus,,,aut
831,9928682720101488,"Juretus, Franciscus",Juretus, Franciscus,,edt
832,9928715000101488,"Trocheo, Massimo",Trocheo, Massimo,,edt
833,9928715080101488,"Hanapus, Nicolaus",Hanapus, Nicolaus,,aut
834,9928720110101488,"Colvenerius, Georgius",Colvenerius, Georgius,,edt
835,9928754520101488,"Casaubon, Isaac",Casaubon, Isaac,,aut
836,9928760250101488,"Doard, Nicolas",Doard, Nicolas,,edt
838,9928989640101488,"Capreolus, Joannes",Capreolus, Joannes,,oth
840,9929027890101488,"Hennequin, Claude",Hennequin, Claude,,dte
841,9929073450101488,"Dousa, Janus",Dousa, Janus,,oth
842,9929075500101488,"de Savigny, Chrestofle",de Savigny, Chrestofle,,aut
843,9929099770101488,"de Ganay, Jean",de Ganay, Jean,,dte
844,9929102160101488,François,François,,,dte
845,9929103640101488,Apollonius,Apollonius,,,aut
846,9929624430101488,"Maturus, Petrus",Maturus, Petrus,,edt
850,9929709900101488,"Iamotius, Federicus",Iamotius, Federicus,,ctb
851,9929711660101488,"de Laude, Gabriel",de Laude, Gabriel,,ctb
852,9929722840101488,"Titelmannus, Franciscus",Titelmannus, Franciscus,,aut
853,9929723090101488,"Eschius, Nicolaus",Eschius, Nicolaus,,aut
854,9929723200101488,"Rouillé, Guillaume",Rouillé, Guillaume,,ctb
855,9929723270101488,"Rouillé, Guillaume",Rouillé, Guillaume,,ctb
856,9929725620101488,Janus Secundus,Janus Secundus,,,aut
858,9929727720101488,"Hemus, Franciscus",Hemus, Franciscus,,aut
859,9929736550101488,"Tuthaeus, Chistophorus",Tuthaeus, Chistophorus,,dte
860,9929737080101488,"de Guise, Charles",de Guise, Charles,,dte
861,9929737100101488,"de Guise, Charles",de Guise, Charles,,dte
862,9929737210101488,"Ramus, Petrus",Ramus, Petrus,,aut
863,9929737340101488,"Ramus, Petrus",Ramus, Petrus,,aut
864,9929738210101488,"Postel, Guillaume",Postel, Guillaume,,aut
865,9929738480101488,Edward,Edward,,,dte
866,9929757850101488,"Mocenicus, Leonardus",Mocenicus, Leonardus,,dte
867,9929759700101488,Georgius,Georgius,,,add
870,9929989110101488,"Trocheo, Massimo",Trocheo, Massimo,,edt
876,9931145760101488,"de Zúñiga Guzmán y Sotomayor, Francisco",de Zúñiga Guzmán y Sotomayor, Francisco,,dte
877,9931158880101488,"Corbinelli, Jacopo",Corbinelli, Jacopo,,edt
878,9931159000101488,Henri,Henri,,,dte
879,9931837820101488,"Scaliger, Josephus Justus",Scaliger, Josephus Justus,,edt
881,9932007170101488,"de Thou, Jacques Auguste",de Thou, Jacques Auguste,,aut
882,9932038980101488,"d'Ausserre, Pierre",d'Ausserre, Pierre,,dte
883,9932361820101488,"Ruzé, Guillaume",Ruzé, Guillaume,,dte
884,9932366400101488,"Lesueur, Nicolas",Lesueur, Nicolas,,trl
886,9932371880101488,Thomas Aquinas,Thomas Aquinas,,,pub
888,9932381470101488,"Camerarius, Bartholomeus",Camerarius, Bartholomeus,,aut
889,9932381990101488,"Camerarius, Bartholomeus",Camerarius, Bartholomeus,,aut
890,9932386330101488,"de Castro, Alphonsus",de Castro, Alphonsus,,aut
891,9932388760101488,"Guillard, Louis",Guillard, Louis,,dte
895,9932395010101488,"Eckius, Joannes",Eckius, Joannes,,aut
896,9932395460101488,"Cyprianus, Thascius Caecilius",Cyprianus, Thascius Caecilius,,aut
897,9932404460101488,"Fisher, Joannes",Fisher, Joannes,,aut
898,9932404630101488,Leo,Leo,,,dte
899,9932411320101488,"Mulot, Nicole",Mulot, Nicole,,dte
900,9932411530101488,"Cusanus, Franciscus",Cusanus, Franciscus,,eul
901,9932416170101488,Mary,Mary,,,dte
902,9932417560101488,"Hosius, Stanislaus",Hosius, Stanislaus,,aut
903,9932418630101488,"Fremy, Claude",Fremy, Claude,,prt
904,9932418800101488,"Costerius, Joannes",Costerius, Joannes,,ctb
905,9932420530101488,"Horantius, Franciscus",Horantius, Franciscus,,aut
906,9932421860101488,"de Bourbon, Eléonore",de Bourbon, Eléonore,,dte
917,9992238571501488,"Erard, Jean",Erard, Jean,,edt
918,9992247500201488,"Périon, Joachim",Périon, Joachim,,aut
919,9992249832101488,"Saulus, Philippus",Saulus, Philippus,,trl
920,9992249880201488,"Berchet, Toussaint",Berchet, Toussaint,,ann
923,9992253596701488,"Van Opmeer, Pieter",Van Opmeer, Pieter,,ctb
926,9992265109201488,"Bouchereau, Jacques",Bouchereau, Jacques,,com
927,9992271898901488,Isidorus Hispalensis.,Isidorus Hispalensis.,,,aut
928,9992300312801488,"Holthusius, Joannes",Holthusius, Joannes,,aut
933,9992316071501488,"Barbarus, Hermolaus",Barbarus, Hermolaus,,ctb
934,9992324408301488,"Núñez y Guzmán, Hernán",Núñez y Guzmán, Hernán,,ctb
937,9992337786401488,"Hervetus, Gentianus",Hervetus, Gentianus,,trl
939,9992344590201488,"Gomesius, Ludovicus",Gomesius, Ludovicus,,aut
943,9992361001601488,"Marabotto, Antonio",Marabotto, Antonio,,aut
951,9992389706401488,"Forsanus, Joannes",Forsanus, Joannes,,coi
957,9992403396001488,"Panigarola, Francesco",Panigarola, Francesco,,aut
959,9992408052701488,"Vives, Juan Luis",Vives, Juan Luis,,edt
961,9992408469101488,"Terentius Afer, Publius",Terentius Afer, Publius,,aut
962,9992409001101488,"Guillonius, Renatus",Guillonius, Renatus,,aut
967,9992447109801488,"Leconte, Antoine",Leconte, Antoine,,edt
968,9992447109901488,Justinianus,Justinianus,,,com
969,9992447687601488,Thomas a Kempis,Thomas a Kempis,,,dub
970,9992457705501488,"Crespin, Jean",Crespin, Jean,,apr
971,9992464489601488,"Pamelius, Jacobus",Pamelius, Jacobus,,edt
972,9992467208001488,"Aleaume, Jean",Aleaume, Jean,,edt
974,9992475610101488,"Traversari, Ambrogio",Traversari, Ambrogio,,edt
977,9992485007701488,"Gelenius, Sigismundus",Gelenius, Sigismundus,,trl
979,9992494395901488,"Manutius, Paulus",Manutius, Paulus,,ctb
981,9992500608701488,"Erasmus Roterodamus, Desiderius",Erasmus Roterodamus, Desiderius,,ann
988,9992586193001488,"Chappuis, Gabriel",Chappuis, Gabriel,,trl
989,9992595108301488,"de Bohier, Nicolas",de Bohier, Nicolas,,edt
991,9992595109401488,"Seneca, Lucius Annaeus",Seneca, Lucius Annaeus,,aow
995,9992600006401488,"Aleaume, Jean",Aleaume, Jean,,edt
999,9992600407001488,"Le Caron, Louis",Le Caron, Louis,,ctb
1000,9992600407401488,"Concenatius, Jacobus",Concenatius, Jacobus,,ctb
1001,9992608910301488,"Cuelsbroeck, Gerard",Cuelsbroeck, Gerard,,dte
1004,9992616205201488,"Cajetanus, Thomas de Vio",Cajetanus, Thomas de Vio,,cwt
1005,9992616205301488,"Cajetanus, Thomas de Vio",Cajetanus, Thomas de Vio,,cwt
1006,9992616205401488,"Cajetanus, Thomas de Vio",Cajetanus, Thomas de Vio,,cwt
1007,99557680101488,"Clenardus, Nicolaus",Clenardus, Nicolaus,,aut
1008,99567340101488,"Pellisson, Jean",Pellisson, Jean,,edt
1013,991623120101488,"de Guise, Charles",de Guise, Charles,,dte
1014,991629420101488,"Hoverius, Franciscus",Hoverius, Franciscus,,dte
1019,992341420101488,"de Thou, Jacques Auguste",de Thou, Jacques Auguste,,dte
1021,992657710101488,"Grouchy, Nicolas de",Grouchy, Nicolas de,,trl
1022,992825160101488,"Gracilis, Stephanus",Gracilis, Stephanus,,edt
1023,992941820101488,"Stracca, Benvenuto",Stracca, Benvenuto,,aut
1024,992968950101488,"Hospitalius, Michel",Hospitalius, Michel,,aut
1025,993618490101488,"Tacitus, Publius Cornelius.",Tacitus, Publius Cornelius.,,oth
1026,993726270101488,"Stadius, Joannes",Stadius, Joannes,,aut
1027,993812600101488,"Peletier, Jacques",Peletier, Jacques,,ann
1028,994113460101488,"Barbazza, Andrea",Barbazza, Andrea,,ctb
1029,994445760101488,Hierocles Philosophus,Hierocles Philosophus,,,aut
1030,994643160101488,"Rouillé, Guillaume",Rouillé, Guillaume,,ctb
1031,995090460101488,Maximus Confessor,Maximus Confessor,,,aut
1036,997604310101488,"Grotius, Janus",Grotius, Janus,,ctb
1037,997840180101488,"Faber Stapulensis, Jacobus",Faber Stapulensis, Jacobus,,ctb
1038,997840420101488,"Costerius, Joannes",Costerius, Joannes,,cmm
1039,997840840101488,"Bovius, Joannes Carolus",Bovius, Joannes Carolus,,trl
1040,997943090101488,"Périon, Joachim",Périon, Joachim,,trl
1042,997984760101488,"Lipsius, Justus",Lipsius, Justus,,aut
1043,998119840101488,"Syngelus, Michael",Syngelus, Michael,,ctb
1045,998151540101488,"Vives, Juan Luis",Vives, Juan Luis,,edt
1046,998153540101488,"Clenardus, Nicolaus",Clenardus, Nicolaus,,aut
1047,998191130101488,"Gemma Frisius, Reinerus",Gemma Frisius, Reinerus,,edt
1048,998435790101488,"Amyot, Jacques",Amyot, Jacques,,trl
1049,998459700101488,"Verrepaeus, Simon",Verrepaeus, Simon,,aut
1051,998539420101488,"Clenardus, Nicolaus",Clenardus, Nicolaus,,aut
1052,998871740101488,"Valerius, Cornelius",Valerius, Cornelius,,aut
1055,999100800101488,Maximiliaan II van Bourgondië,Maximiliaan II van Bourgondië,,,dte
1057,999294430101488,"Dousa, Janus",Dousa, Janus,,ctb
1058,999334910101488,"Rebuffi, Pierre",Rebuffi, Pierre,,edt
1060,999742750101488,"Thyraeus, Petrus",Thyraeus, Petrus,,aut
1061,999772410101488,Plutarchus Chaeronensis,Plutarchus Chaeronensis,,,aut
1062,9910123060101488,"Melanchthon, Philipp",Melanchthon, Philipp,,aut
1064,9910651020101488,"Benoit, Jean",Benoit, Jean,,com
1066,9910665280101488,"de Maldonado, Juan",de Maldonado, Juan,,aut
1067,9910668760101488,Gregorius,Gregorius,,,aut
1068,9910669530101488,Cassiodorus,Cassiodorus,,,edt
1069,9910675000101488,Justinianus,Justinianus,,,aut
1070,9910675110101488,Justinianus,Justinianus,,,aut
1071,9910675820101488,Justinianus,Justinianus,,,aut
1073,9911011390101488,"de Mendoza, Bernardino",de Mendoza, Bernardino,,aut
1075,9911101760101488,"Cornarius, Janus",Cornarius, Janus,,trl
1077,9911102920101488,Bonaventura,Bonaventura,,,aut
1078,9911103180101488,"de Bérulle, Pierre",de Bérulle, Pierre,,aut
